image,ground_truth,prediction,cer,wer,exact_match
images/v2_021702.jpg,Nửa chu vi là:,Nửa chu vi là:,0.0,0.0,1
images/v2_035141.jpg,Ngày giờ vào viện: 10 giờ 35 phút 24/06/2016,Ngày giờ vào viện: 10 giờ 15 phút 4 106/2016,0.0909,0.3333,0
images/v2_055290.jpg,cùng nghe và nhất trí ký tên./.,"""Vuật ấy In người Ba Quản sưng",0.871,1.0,0
images/v2_044532.jpg,Vậy ∆ABC vuông cân tại A thì ADME là h.vuông,Vậy ∆ABC vuông cân tại A thì NDHE là h vuông,0.0682,0.3,0
images/v2_026193.jpg,về nhà và cho Biết con Tôi Bị một Số Đối,Về nhà và cho biết con Tôi Bị một Số Đối,0.05,0.1818,0
images/v2_033384.jpg,"đang làm. Sau mỗi hành động, lời nói cũng cần nhìn nhận lại để","đang làm. Sau mỗi hành động, lêt nói cũng cần nhìn nhận lại để",0.0323,0.0714,0
images/v2_042040.jpg,b. Chọn thế năng trọng trường và thế năng đàn hồi ở vị trí lò xo,b) Chọn thế năng trọng trường và thế năng đàn hỗi ở vị trí là xe,0.0625,0.25,0
images/v2_023012.jpg,"8. Một xe ô tô chở được 32 bao gạo, mỗi bao cân","B. Mặt xué tổ bở được 32 lạo gạo, mỗi bao cần.",0.2553,0.6154,0
images/v2_018292.jpg,1. Điền chữ: ng hoặc ngh,1. Điền chữ: ng hoặc ngh,0.0,0.0,1
images/v2_050680.jpg,Phương pháp điều trị: Sửa toàn bộ có tube van sinh học số 15,- Phương pháp điều trị: Sửa toàn bố có tube van sinh hóc số 15,0.0667,0.2143,0
images/v2_004549.jpg,"Trường THCS Văn Giang. Đã vượt khó trong học tập, đạt","Trường THCS Văn giang. Đã vượt khí trong họ tập, đạt",0.0566,0.2727,0
images/v2_056646.jpg,"trẻ ""phăng mai chèo "" thì ở đây ko đc diễn tả  chi","trẻ ""pháng mai chèo ""thì ở đây kọ dc đạo tả chi",0.18,0.4615,0
images/v2_018258.jpg,nay cũng bằng tất cả tận hiến đó để dệt nên,"nay cũng bằng tất cả tận hiến đó để dệt nên,",0.0233,0.0909,0
images/v2_021512.jpg,Mr williams was admitted on 10 June 2018 for the,Its Williane was achited on 10 Juse 2018 for the,0.2083,0.4,0
images/v2_026113.jpg,với một ít cà muối. Thi thoảng đổi bữa ăn,với một ít cà muối. Thi thoảng đời bửa ăn,0.0488,0.2,0
images/v2_012656.jpg,"đau ốm, vừa nuôi dg con nhỏ","đao ấm, vừa nước dg` con nhỏi",0.2593,0.7143,0
images/v2_043255.jpg,đòi hỏi sức khỏe mà còn là sự hy sinh vô bờ bến vì sự nghiệp,dối hơi sức khỏe mà còn lá su ky sinh vô bỏ bến vì sự nghiệp,0.1167,0.375,0
images/v2_001550.jpg,"đơn ở Hà nội, Lâm Đồng rồi nhưng sao vẫn","đơn ở Hó nội, lồm Đóng rồi nhưng. vạo vần",0.2,0.6,0
images/v2_014609.jpg,“Tình bạn nhân lên niềm vui và chia bớt đau buồn”,"""Tình bạn nhân lên niềm vui và chia bớt đau buồn""",0.0408,0.1818,0
images/v2_014915.jpg,"Thưa cô, em xin hứa sẽ không tái phạm và sẽ có thái độ","Thua cô, em xin hưa sẽ không tái phạm và sẽ có thài độ",0.0556,0.2143,0
images/v2_057103.jpg,"độ dân số của Mỹ la tinh năm 2020, (làm t",độ dân số của Mỹ la tinh năm 202u (làm t,0.0488,0.0909,0
images/v2_052123.jpg,có mặt theo đúng thời gian và địa điểm nêu trên.,có mặt theo đúng thời giàn và địa điểm nêu trên.,0.0208,0.0909,0
images/v2_053774.jpg,thị các khoá sinh tại Hội Trường Trung,thị các khôn sinh tại hội Trường Trung,0.0789,0.25,0
images/v2_020000.jpg,=> Tổng số tiền lãi khi bán Bé Sen còn lại là: 8000.(x-2),=> Tổng số tiền lãi chi bán Besen còn lại là: 8000.(x-2),0.0702,0.2308,0
images/v2_022915.jpg,bài của mình để đc điểm,bài của mình để đc điểm,0.0,0.0,1
images/v2_030166.jpg,"- Xây chắc chắn, cao - Xây chắc chắn, trơn - Nên lm` = các v/liệu","- Xây chắc chắn, cao - Xây chắc chắn, trơn - Nêm là = các vthiệu",0.0769,0.1875,0
images/v2_053515.jpg,- Phần lớn dân cư châu Âu thuộc chủng tộc: Ơ-rô-pê-ô-it.,- Phần lớn dân cư châu Âu thuộc chủng rộc: Ở-rõ-pê-ô-ít.,0.0714,0.1818,0
images/v2_013079.jpg,Ghi nhận công đức của tất cả Phật tử xa gần trong và ngoài nước đã luôn,Ghi nhận công đức của tất cả Phật tử xa gần trong và ngoài nước đã luôn,0.0,0.0,1
images/v2_014577.jpg,Tìm 3 động từ có trong đoạn trích trên,Tròn 3 động từ có trong đoạn trích frên,0.1053,0.2222,0
images/v2_030847.jpg,"một gia đình, khăng khít, bền chặt","một gia đình, khăng khít, bền chặt",0.0,0.0,1
images/v2_056268.jpg,Đôi chân ngắn cũn cỡn có lớp đệm phía dưới nên mèo ta di chuyển rất,Đôi chân ngăn cùn cõn có lớp đận phía dưới nên mèo ta đi chuyển rất,0.0896,0.3125,0
images/v2_002537.jpg,của tôi ở quỹ tín dụng tôi đã rút hết 3 trăm triệu.,của tôi ở quỳ tin dụng tôi đã rút hết 3 tròm triệu.,0.0588,0.2308,0
images/v2_057158.jpg,"loài bò sát, rất nhiều loài lưỡng cư và cá nước ngọt... Thảm thực","loài bò sát, rất nhiều loài lường cư và cá nước ngọt... Thảm thực",0.0154,0.0714,0
images/v2_025070.jpg,Hình ảnh bác sỹ Trong Trái Tim Tôi,"Hình ảnh bác sỹ"" Trong Trái Tìm Tôi",0.0588,0.25,0
images/v2_007084.jpg,gia đình động viên con rất nhiều không gì quý,gia đình: Động viên con rất nhiều kuông gì quý,0.0667,0.3,0
images/v2_045958.jpg,"- Theo vai trò của các đối tượng mua bán, giao dịch, có thị trường tư","- Theo vai trò của các đối tượng mua bón, giao dịch, có thị trường tư",0.0145,0.0625,0
images/v2_051601.jpg,=> ∆OFA cân tại F,=> ∆OFA cân tại F,0.0,0.0,1
images/v2_010433.jpg,hơn nữa. Có lẽ chúng ta chưa,hơn nữa. Có lẽ chúng ta chưa,0.0,0.0,1
images/v2_017485.jpg,"đơn sơ, mộc mạc nhưng đã góp phần tô đẹp thêm","đơn sơ, mộc mạc nhưng đã góp phần tô đẹp thêm",0.0,0.0,1
images/v2_016263.jpg,cho thấy n~ ng lính họ đã cùng chỉa. cùng nếm trải thầm thói,"cho thấy ơn ng lính họ đã cũng chia, cùng hếm toái thẩm thói",0.15,0.4286,0
images/v2_053133.jpg,khó khăn trong cuộc sống nhất,khó khăn trong cuộc nống nhất,0.0345,0.1667,0
images/v2_048172.jpg,"zup đỡ họ có công việc làm ăn thích hợp, quyết","3up đỡ họ có công việc hàm ăn thích hợp, quyệt",0.0652,0.2727,0
images/v2_056627.jpg,Trung: Ôi cậu giỏi vậy tớ chỉ được có bảy điểm.,Trung: Ôi cậu giỏi vậy tớ chỉ được có bảy điểm.,0.0,0.0,1
images/v2_043903.jpg,dẹo dẹo như khuyết tật mà cứ,dẹo dẹo như khuyết tật môi cứ,0.0714,0.1429,0
images/v2_052575.jpg,Kính gửi: Công an phường Phú Hội – TP Huế,Kính gửi: Công an phường Phú Hội - TP Huế,0.0244,0.1,0
images/v2_026982.jpg,Thời gian ca nô xuôi dòng là: S/30 (giờ),Thời gian ca nô xuôi dòng là: 3/30 (giờ),0.025,0.1111,0
images/v2_051274.jpg,Vậy vận tốc của tàu khi đi trên AB là 40km/h,Vậy vận tốc của tàu khi đi trên AB là 40km/h,0.0,0.0,1
images/v2_021770.jpg,Biết ơn là 1 đạo lí rất tốt đẹp của dân tộc Việt Nam,Biết on là 1 đạo lí rất tốt đẹp của dân tộc Việt c kam,0.0769,0.2143,0
images/v2_048271.jpg,"Đ: I don't agree with you. Studying is important, but it's","Đ: I don't agree with you. Studying is imputant, but it's",0.0345,0.0909,0
images/v2_011754.jpg,(Khúc hát ru những em bé lớn trên lưng mẹ - Nguyễn Khoa,(Khúc hát ru những em bé lớn trên lưng mẹ - Nguyễn khoa,0.0182,0.0769,0
images/v2_001624.jpg,Em tiếc hoài sợi dây,Em tiếc hoài sơi dây,0.05,0.2,0
images/v2_027020.jpg,phải là một con người có nhan sắc vượt trội hơn bất cứ ai,phải là một con người có nhan sắc vượt trội hơn bất cứ ai,0.0,0.0,1
images/v2_057764.jpg,"C, F1 xuất hiện quả vàng => cả 2 bên bố mẹ đều chứa","c, F1 xuất hiện quả vòng => cá 2 bên bố mẹ đều chức",0.0784,0.2857,0
images/v2_011603.jpg,"Thưa Ông Bà, hôm nay tôi có một dữ kiện đã đi","Thưa Ông Bà, hôm nay tôi có mất dí kiện đã đi",0.0444,0.1667,0
images/v2_053134.jpg,chu vi hình tam giác ABC.,chu vi hình tam giác ABC.,0.0,0.0,1
images/v2_052421.jpg,"thất bại, hết sức tiến công mà bóc lột vô. sản","thất bại, hết sức tiến công mà bóc lột sô. vản",0.0435,0.1818,0
images/v2_010649.jpg,"lòng thì sẽ o bao giờ viết văn hay. Vì vậy, có lòng kiên trì, ý chí","lòng thì sẽ 2 bao giờ viết văn hay. Vì vậy, có lòng kiên trì, ý chí",0.0149,0.0588,0
images/v2_056662.jpg,vì nó quá rộng lớn và hùng vĩ. Cùng với những,vì nó quá rộng lớn và hùng vĩ. Cùng với những,0.0,0.0,1
images/v2_015514.jpg,"Bài 1: Cho ABC vuông tại A có AB=3cm, AC=4cm;","Bài 1: Cho ABC vuông tại A có AB=3cm, AC=4cm;",0.0,0.0,1
images/v2_010128.jpg,Đã lâu rồi không về thăm trường cũ,Đã lâu rồi không về thăm trường cũ,0.0,0.0,1
images/v2_049117.jpg,"năm học mới nhé. Lúc đấy mình đã cao lên, cậu cũng phải","năm học mới nhé. Lúc đấy mình đã cao lên, câu cũng phải",0.0182,0.0769,0
images/v2_040675.jpg,3. 1 người thợ đã đánh bóng hai cái bàn và,3. 1 người thợ đã đánh bóng hai cái bòn và,0.0238,0.0909,0
images/v2_026632.jpg,"Tượng giả danh là công an, cán","Trưởng giả danh là công con, cáu",0.1667,0.4286,0
images/v2_057325.jpg,Để pt trên có nghiệm thì:,Để pt trên có nghiệm thì:,0.0,0.0,1
images/v2_057942.jpg,gặp nhau -> pt:,gặp nhau -> pt;,0.0667,0.25,0
images/v2_036692.jpg,Thư này xin chân thành cảm ơn đến anh Hiếu công an,Thư này xin chân thành cảm ơn đến anh Hiếu công an,0.0,0.0,1
images/v2_051125.jpg,"Mẹ nói, tao chưa bắt nạt ai thì thôi chứ","Mẹ nói, tao chưa bắt nạt ai thì thôi chứ",0.0,0.0,1
images/v2_023178.jpg,mẹ em cũng thích. Mẹ nói nhà cứ có vài chục,mẹ em cũng thích. Mẹ nói nhà cứ có vài chực,0.0233,0.0909,0
images/v2_006736.jpg,- Bác Năm chỉ có thể sử dụng,- Bác Năm chỉ á thể sử dụng,0.0714,0.125,0
images/v2_043708.jpg,C4 Nêu thao tác di chuyển dữ liệu trong bảng tính,C4. Nến thao tác đi chuyển dư liện trong hàng tích,0.1837,0.6364,0
images/v2_016353.jpg,Em rất tự hào vì được sinh ra và lớn lên trên mảnh,Em rất tự hào vì được sinh ra và lớn lên trên mảnh.,0.02,0.0769,0
images/v2_044699.jpg,gọi số dụng cụ tổ sx làm được theo dự định trong 1 ngày là x,Gọi số dụng cụ tố sx làm được theo dự định trong 1 ngày là x,0.0333,0.125,0
images/v2_013767.jpg,Chiều cao của hình hộp chữ nhật là:,Chiều cao của hình hộp chữ nhật là:,0.0,0.0,1
images/v2_023449.jpg,Kết sẽ không chăn thả bò trong khu dân,Kết sẽ không chăn thả bò trong khu dân,0.0,0.0,1
images/v2_002614.jpg,Đã Thống nhất lập biên bản để thông báo rộng rãi,Đã Thống nhất lập biên bãn để thông báo nộng nào,0.1042,0.2727,0
images/v2_056407.jpg,được việc gì nhưng khi đoàn kết lại ta sẽ có đc 1,được việc gì nhưng khi đoàn kết lại ta sẽ có đc 1,0.0,0.0,1
images/v2_052174.jpg,Từ lâu Trường Sa ta đã là mảnh đất gần gũi với ông cha ta.,Tù lâu Trường Sa đã là mảnh đất gần gũi vôi óng cha ta.,0.1034,0.2667,0
images/v2_023897.jpg,"k° đồng ý vì k° muốn gây mâu thuẫn, mất đoàn kết vs","Ko đồng ý VT ko muốn gây mâu thuẫn, mất đoàn kết vs",0.098,0.2308,0
images/v2_020202.jpg,+ Đưa người Hán sang ở lần vs ta,+ Đưa người Hán sang ở lần vs ta,0.0,0.0,1
images/v2_002741.jpg,sẽ mang nhiều điều bổ ích cho bạn đọc.,sẽ mang nhiều điều bố ích cho bạc đạc.,0.0789,0.3333,0
images/v2_008352.jpg,Theo ý kiến của ông thì việc coi trọng hiền tài cũng như,Theo ý kiến của ông thí việc coi trọng hiền tài cũng như,0.0179,0.0769,0
images/v2_028166.jpg,Tôi tự nguyện khai báo/tường trình về nội dung sau(*): Hôm nay ngày 22,Tôi tự nguyện khai báo tường trình về nội dung sau!!: Hôm nay ngày 22,0.0571,0.2143,0
images/v2_009705.jpg,nhân sug quanh.,nhau sung quanh.,0.2,0.6667,0
images/v2_036210.jpg,cơ sở vật chất tốt và quan trọng nhất là ít,cơ sở vật chất tốt và quan trọng nhất là ít,0.0,0.0,1
images/v2_038175.jpg,Con có thể làm gì để ba mẹ có thể bình thường,Con có thể làm gì để ba mẹ có thể bình thường,0.0,0.0,1
images/v2_024196.jpg,mà bạn có thể chạy tới cánh đồng cách nhà cả km.,mà bạn có thể chạy tới cánh đồng cách nhà cả km.,0.0,0.0,1
images/v2_054696.jpg,"-Phong trào tiếp tục lan sang Nam Á, Bắc","- Phong trào tiếp tục Lan sang Nam A, Bắc",0.075,0.4444,0
images/v2_002361.jpg,"Cơn mưa rào cuối hạ, đã đi qua","Cơn mưa vào cuối hạ, đô đi qua",0.0667,0.25,0
images/v2_035755.jpg,Chia một số thập phân cho một số thập phân,Chia một số thập phân cho một số thập phân,0.0,0.0,1
images/v2_009768.jpg,"tô nói trên như hiện trạng và đã nhận xe cùng bản chính đăng ký xe, các giấy tờ khác liên quan","tô nói trên như hiện trạng và đã nhận xe cùng bản chính đăng ký xe, các giấy tờ khác liên quan",0.0,0.0,1
images/v2_045286.jpg,"Đem lai cây thân cao, hoa đỏ dị hợp","Đem lại cây thân cao, hoa đỏ dị hợp",0.0286,0.1111,0
images/v2_057875.jpg,Chiếu lên hình ta có:,Chiếu lên hình th có:,0.0476,0.2,0
images/v2_004931.jpg,thịt này còn mang một vai trò to lớn đó là giúp mèo rình mồi mà,thịt này còn mang một vai trò to lớn đó là giúp mèo tình mồi mà,0.0159,0.0625,0
images/v2_059014.jpg,Tuổi trẻ VN cần làm gì để thể hiện lòng yêu,Tuổi trẻ UN cần làm gì để thể hiện lòng yêu,0.0233,0.0909,0
images/v2_000633.jpg,- Thiên nhiên dưới nét bút của Nguyễn Trãi là một bức tranh,- Thiên nhiên dưới nét bút của Nguyễn Trãi là một bức tranh,0.0,0.0,1
images/v2_036759.jpg,"tri kỉ"" họ đã thực sự trở thành anh em một nhà.","tù kĩ"" họ đã thực sự trở thành anh em một nhà",0.0851,0.25,0
images/v2_028028.jpg,THÀNH QUẢ!,THÀNH QUẢ!,0.0,0.0,1
images/v2_046246.jpg,"Thế là chúng em trở về ngôi trường cũ. ""Ôi"" một tiếng ""ôi""","Thế là chúng em trở về ngôi trường cũ. ""Ôi"" một tiếng ""ôi""",0.0,0.0,1
images/v2_036154.jpg,trong cuốn sổ lưu niệm tại Bảo tàng Biệt động Sài Gòn - Gia Định,trong cuốn số lưu niệm tại Bảo tàng Biệt động Sài Gòn - Gia Định,0.0156,0.0667,0
images/v2_028956.jpg,Thời gian xưởng hoàn thành đơn hàng theo kế hoạch là x/30 (ngày),Thời gian xường hoàn thành đơn hàng theo kế hoạch là x (ngày),0.0625,0.1538,0
images/v2_048577.jpg,đang được chuẩn đoán là Ung thư thận,đạng được chuẩn đoán là Ung thư thận,0.0278,0.125,0
images/v2_010589.jpg,Thành lập Chi đoàn Thanh niên lao động trường Đại,Thành lớp Ch1 đoàn Thanh viên Lao động trường Trỉ,0.1429,0.5,0
images/v2_017167.jpg,sợ hãi và khơi lên cho chúng cháu một ước mơ nhỏ bé đầu tiên.,sợ hài và khơi lên cho chúng cháu một ước mơ nhỏ bé đầu tiên,0.0328,0.1333,0
images/v2_041753.jpg,Học tập nói chung mọi mặt kém: Tập đọc,Thay tham thấy nam đấu một một mỗi mà trên làm hàng,1.0,1.3333,0
images/v2_008573.jpg,(bằng chữ): Một trăm bốn mươi lăm triệu đồng chẵn.,(bằng chữ): Một trăm bốn mươi làm triệu đồng chẵn.,0.02,0.1,0
images/v2_050536.jpg,là một thiên anh hùng ca bất hủ của dân tộc,là một thiên anh hùng ca bất ký của dân tộc,0.0465,0.0909,0
images/v2_021859.jpg,Hai tên Thổ Phan còn quất roi vào đám đông vài,Hai tên Thể Phan còn quất roi vào đám đông vài,0.0217,0.0909,0
images/v2_000232.jpg,con xin thầy. Xin chính quyền địa phương giúp đỡ,con xin thầy. xin chính quyền địa phương giúp đỡ,0.0208,0.1,0
images/v2_002889.jpg,Hôm nay đến giờ mà không thấy con về nhà như mọi lần chỉ,Hôm nay đến giờ mà không thấy con về nhà như mọi lần chỉ,0.0,0.0,1
images/v2_018132.jpg,Dọc theo chiều dài ta trồng được số khóm hoa là:,Dọc theo chiều dài ta trồng được số khóm hoa là:,0.0,0.0,1
images/v2_054352.jpg,Vui lòng điền đầy đủ thông tin để chúng tôi có thể giúp đỡ bạn sau này,Vui lòng điền đầy đủ thông tin để chúng tôi có thể giúp đỡ bạn sau này,0.0,0.0,1
images/v2_058921.jpg,Thành công là gì? Là thành quả của những thứ mà mình đã bỏ ra,Chánh còng là gì? Là thành quả của những thứ mà rình đã bộ ra,0.082,0.2667,0
images/v2_041568.jpg,"4) Hiện tượng thụ tinh, bộ phận của hạt?","4) Hiện tượng thu tinh, bộ phận của hạt?",0.025,0.1111,0
images/v2_006048.jpg,mến và kính trọng nhất là cô giáo dạy em lớp lá. Cô rất,mến và kính trọng nhất là cô giáo dạy em lớp lá. Cô rất,0.0,0.0,1
images/v2_003329.jpg,Lần thứ 2 mẹ cắt số mét là:,lần thứ 2 mẹ cắt số mét là:,0.037,0.125,0
images/v2_055450.jpg,2 người gặp nhau lúc : 8h20'' + 1h12'' = 9h32'',"2 người gặp nhau lúc: 8620? + / /h 12""=9% 32+",0.3404,0.6364,0
images/v2_016457.jpg,"- Rêu thường sống ở nh nơi ẩm ướt như: chân tường, trên mặt","- Rêu thường sống ở nhì nơi ấm ướt như: chân tường, viên mãi",0.1017,0.2857,0
images/v2_032016.jpg,Thực tế mỗi giờ làm x+1 (sản phẩm),Thực tế mỗi giữ làm x+H(tản phẩm),0.1176,0.375,0
images/v2_033122.jpg,"- Điện phân nóng chảy: muối, bazơ và oxit bazơ của kim","- Điệu phân nóng chảy: muối, bazơ và oxit bazơ của kin",0.037,0.1667,0
images/v2_017300.jpg,"làm Đại tướng, tiến về phía Chăm Pa để bảo vệ","làm Đại tướng, tiến về phía Chăm Ra để bảo vệ",0.0222,0.0909,0
images/v2_055896.jpg,"là một người có tấm lòng nhân hậu, tốt bụng và","là một người có tấm lòng nhân hậu, tốt bụng và",0.0,0.0,1
images/v2_041565.jpg,vậy không có 2 số tự nhiên nào thoả mãn đề bài,Vậy không có 2 số tự nhìn nào thoả mắn để hòa,0.1739,0.4167,0
images/v2_045055.jpg,Câu 9: Em hãy nêu vai trò của rừng nước ta?,Câu 9: Em hãy nêu vai trò của rừng nước ta?,0.0,0.0,1
images/v2_013342.jpg,Nếu sai tôi xin chịu hoàn toàn trách nhiệm pháp luật.,Nếu sai tôi xin chịa làm đàn trách nhiệm phảp lực 3,0.2075,0.5455,0
images/v2_022471.jpg,"Chở Bảy người khách, từ Quý Bình vào đà nẳng","chở Bảy người khách, tư Quan bình Vào đa nằng",0.1818,0.7,0
images/v2_047029.jpg,cùng nghe và nhất trí ký tên vào biên bản.,cùng nghe và nhất trí ký tên vào biên bản.,0.0,0.0,1
images/v2_013803.jpg,thực hiện hành vi thú tính của mình. KHI đó tôi,thực hiện hành vi thú tính của mình. KH đó tôi,0.0213,0.0909,0
images/v2_039638.jpg,Xin gửi nơi đây là lòng biết ơn của tôi,Xin gửi nơi đây là lòng biết ơn của tôi,0.0,0.0,1
images/v2_018465.jpg,hình ảnh nói về những người làm ra thành quả,kinh ánh nói về những người làm ra thành quá,0.0909,0.3,0
images/v2_017848.jpg,"Tiến hành tạm giữ và lập biên bản tạm giữ tang vật, phương tiện vi phạm","Tiến hành tạm giữ và lập biên bản tạm giữ tang vật, phương tiện vi phạm",0.0,0.0,1
images/v2_010187.jpg,3b => I used to go to the cinema at weekends,3b -> I used to go to the cinema at weekenas,0.0455,0.1818,0
images/v2_059063.jpg,Trong thời gian đó âm được quãng đường là:,Trong thời gian đó ăn được quãng đường là:,0.0476,0.1111,0
images/v2_048655.jpg,NGHỀ NGHIỆP: TRẺ EM,NGHỀ NGHIỆP: TRẻ EM,0.0526,0.25,0
images/v2_007014.jpg,nhóm ít nhất 1 hs nữ. giả sử,nhân đ nhất 1 hs nữ. Giả xã,0.25,0.5,0
images/v2_058308.jpg,"tay hái, tôi thích lắm và xin làm thử.","tay hái, tôi thích lắm và xin làm thử",0.0263,0.1111,0
images/v2_007564.jpg,Chính tả: Ngày hội đua voi ở Cây Nguyên,Chính tả. Ngày hội đua vơi ở Tây Nguyên,0.0769,0.3333,0
images/v2_017332.jpg,tới lớn chưa ngày nào là con không buồn bã và khóc,tới lớn chưa ngùng nào là con không buồn bã và khóc,0.06,0.0833,0
images/v2_008800.jpg,a) Cm tg AEMO nt,a) Cm tg AEMO nt,0.0,0.0,1
images/v2_057548.jpg,"nhận riêng mình"".","nhận xiêng mình"".",0.0588,0.3333,0
images/v2_006788.jpg,- Vì tổng số hạt cơ bản trong phân tử là 140 nên:,- Và tổng số hạt cơ bản trong phân tử là 140 nên:,0.0204,0.0769,0
images/v2_043475.jpg,+ Nhận xét đc nghệ thuật xây dựng trên các bài,+ Nhân xét đc nghệ thuật xây dưng trên các bàn,0.0652,0.2727,0
images/v2_019620.jpg,Thôi nói nhiều roài chỉ mong sẽ vẫn được. gặp thầy trong những dịp,Phải nên nhiều nài chỉ mong lẽ vẫn đun gặp thầy trong những ấp,0.197,0.4286,0
images/v2_036346.jpg,tôi rất cảm động tôi xin,tôi rất cảm động tôi xản,0.0417,0.1667,0
images/v2_053549.jpg,vươn lên và đức tính ngay thẳng của con người. Nhớ,vươn lên và đức tính ngay thẳng của con người Nhớ,0.02,0.0909,0
images/v2_043769.jpg,không gương mặt nụ cười để hiện trước em,không gương mặt nụ cười để hiện trước em,0.0,0.0,1
images/v2_000512.jpg,Hóa. Kết cấu hạ tầng được tập trung đầu tư đồng bộ gắn với triển khai có hiệu quả các,Hóa. Kết cấu hạ tầng được tập trung đầu tư đồng bộ gắn với triển khai có hiệu quả các,0.0,0.0,1
images/v2_034664.jpg,"thủ công nghiệp, làm cho nền quốc dân kin","thủ công nghiệp, làm cho nền quốc dân trin",0.0488,0.1111,0
images/v2_042858.jpg,"Mà ở F₁ ko xuất hiện kiểu hình thân thấp, chín muộn","Mà ở F, ko xuất hiện kiểu hình thân thấp, chín nuộn",0.0392,0.1667,0
images/v2_052894.jpg,an phường Phú Nhuận và Ban cán sự tổ dân phố 1 thực hiện nghiêm túc những nội,an phường Phú Nhuận và Ban cán sự tổ dân phố 1 thực hiện nghiêm túc những nội,0.0,0.0,1
images/v2_040086.jpg,"bắt gặp một tấm bưu thiếp đi lạc, in hình nữ kính ngủ Ánh","bắt gặp một tấm bưu thiếp đi lạc, in hình nũ kính ngủ Ánh",0.0175,0.0714,0
images/v2_019825.jpg,triệu đồg) Trog thời gian hẹn trả từ hôm nay,triệu đồng; Trong thời giao hơn trả từ hôm nay,0.1136,0.4,0
images/v2_046107.jpg,Tại: Văn phòng tiếp công dân-Cơ quan ANĐT-CATP Hồ Chí Minh,Tại: Văn phòng tiếp công dân Cộ quan ANĐT CATP Hồ Chí Minh,0.0517,0.3636,0
images/v2_035600.jpg,=> Jane bị dịch chuyển không gian đến nơi giam giữ sức mạnh Aether => đánh thức,=> Jare bị dịch chuyển không gian đến nơi giam giữ Sức mạnh Aether => đánh thút,0.0506,0.1765,0
images/v2_054640.jpg,5. Nomination of the field trip leader.,"5. Nomination of the field trip leader,",0.0256,0.1429,0
images/v2_028716.jpg,nụ cười thật tươi trên môi nhé các anh hùng,rụ cười thật tươi trên môi nhó các anh hùng,0.0465,0.2,0
images/v2_010338.jpg,c) Ông tôi đã già nên chân đi chậm chạp,c) Ông tôi đã già nên chân đi chậm chạp,0.0,0.0,1
images/v2_018676.jpg,và thống nhất,và thơ ng nhất,0.1538,0.6667,0
images/v2_024217.jpg,"- chiều cho em uống cam, cho xem","- chiều cho em nống cam, cho xim",0.0625,0.25,0
images/v2_016009.jpg,17/03: Trình báo văn phòng cảnh sát điều tra tỉnh H,17/03: Trình báo văn phòng cảnh sát điều tra tỉnh H,0.0,0.0,1
images/v2_057623.jpg,"10. Bài thơ ""Cây Hồng"" của tác giả ""Tố Hữu"" gợi cho em","10. Bài thơ ""Cày Hồng"" của tác giả ""Tố Hữu"" gợi cho em",0.0185,0.0769,0
images/v2_004508.jpg,"Phải tin vào mình trước, sau đó người khác mới tin vào bạn.","Phải tin vào mình trước, sau đó người khác mới tin vào bạn.",0.0,0.0,1
images/v2_057728.jpg,- Giải thích các từ q. trọng => khái quát toàn câu,"- Giải thích các từ a, trọng -> khái quát toàn câu",0.06,0.1667,0
images/v2_022872.jpg,Phú Thọ. Điều đó gợi cho em suy nghĩ gì? Liên hệ,Phú Thọ. Điều đó gợi cho em suy nghĩ gì? Liên hệ,0.0,0.0,1
images/v2_008680.jpg,thấy trong xã Minh xuân còn râ,thấy trong xã Minh xuận Còn số,0.1333,0.4286,0
images/v2_058864.jpg,mà chết. Tên thái thú Sầm Nghi Đống thắt cổ tự tử. Vua,mà chết. Tên thái thú Sầm Nghi Đếng thắt cổ tự tử. Vua,0.0185,0.0769,0
images/v2_033153.jpg,trước hàng hàng ngôi mộ,trước hàng hàng ngồi mộ,0.0435,0.2,0
images/v2_013969.jpg,trên đời. Em chỉ mong mẹ luôn khỏe mạnh,trên đời. Em chỉ mong mẹ luôn khỏe mạnh,0.0,0.0,1
images/v2_035234.jpg,"mình và lời cảm ơn trước lời sự giúp đỡ của người khác, bất kể","mình và lời cảm ơn trước hỏi sự giúp đỡ của người khác, bất kế",0.0484,0.1333,0
images/v2_004801.jpg,"mở, mà cho dù có khỏe cũng chẳng bay được xa.","mở, mà cho dù có khỏe cũng chẳng bay được xa",0.0222,0.0909,0
images/v2_006552.jpg,(nếu có),(nếu có),0.0,0.0,1
images/v2_036896.jpg,tiên. Bớt gần lại.,tiên. Với gầm lại.,0.1667,0.5,0
images/v2_040708.jpg,Tôi có đánh cháu vào má và chi gđ đón cháu về đã,Tôi có dánh cháu vào má và chi gđ đến cháu vẽ đã,0.0625,0.2308,0
images/v2_030034.jpg,"da trắng. Chị là con gái nhưng rất vụng về, động","da trắng. Chị là con gái nhưng rất vụng về, động",0.0,0.0,1
images/v2_000610.jpg,"""Muốn qua sông phải","""Muốn qua tông phải",0.0526,0.25,0
images/v2_004754.jpg,- Kính gửi ban giám hiệu nhà trường THPT Nguyễn Khuyến,- Kính gửi ban giám hiệu trường THPT Nguyễn Khuyến,0.0741,0.0909,0
images/v2_049274.jpg,Kho C khi đã xuất còn lại số gạo là,Kho c khi đã xuất còn lại số gạo là,0.0286,0.1,0
